labels,source,path
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_h05.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_h06.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_h07.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_h08.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_h09.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_h10.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_h11.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_h12.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_h13.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_h14.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_h15.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n01.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n02.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n03.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n04.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n05.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n06.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n07.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n08.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n09.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n10.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n11.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n12.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n13.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n14.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n15.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n16.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n17.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n18.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n19.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n20.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n21.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n22.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n23.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n24.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n25.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n26.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n27.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n28.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n29.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n30.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_sa01.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_sa02.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_sa03.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_sa04.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_sa05.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_sa06.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_sa07.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_sa08.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_sa09.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_sa10.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_sa11.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_sa12.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_sa13.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_sa14.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/DC_sa15.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_a01.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_a02.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_a03.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_a04.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_a05.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_a06.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_a07.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_a08.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_a09.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_a10.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_a11.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_a12.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_a13.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_a14.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_a15.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_h01.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_h02.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_h03.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_h04.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_h05.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_h06.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_h07.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_h08.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_h09.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_h10.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_h11.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_h12.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_h13.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_h14.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_h15.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n01.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n02.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n03.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n04.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n05.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n06.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n07.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n08.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n09.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n10.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n11.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n12.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n13.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n14.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n15.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n16.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n17.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n18.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n19.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n20.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n21.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n22.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n23.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n24.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n25.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n26.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n27.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n28.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n29.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n30.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_sa01.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_sa02.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_sa03.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_sa04.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_sa05.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_sa06.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_sa07.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_sa08.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_sa09.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_sa10.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_sa11.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_sa12.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_sa13.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_sa14.wav
sad,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JE_sa15.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_a01.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_a02.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_a03.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_a04.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_a05.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_a06.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_a07.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_a08.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_a09.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_a10.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_a11.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_a12.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_a13.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_a14.wav
angry,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_a15.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_h01.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_h02.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_h03.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_h04.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_h05.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_h06.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_h07.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_h08.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_h09.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_h10.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_h11.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_h12.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_h13.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_h14.wav
happy,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_h15.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n01.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n02.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n03.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n04.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n05.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n06.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n07.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n08.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n09.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n10.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n11.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n12.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n13.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n14.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n15.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n16.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n17.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n18.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n19.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n20.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n21.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n22.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n23.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n24.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n25.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n26.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n27.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n28.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n29.wav
neutral,SAVEE,../../../assets/audio_sentiment_data_v2/datasets/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n30.wav
